commit_hash,file_path,added_lines,deleted_lines,best_similarity_score,exact_match_score,normalized_match_score,token_similarity_score,block_similarity_score,ai_min_percent,ai_max_percent,ai_non_strict_percent,confidence_score,confidence_label,confidence_range_label,evidence_types,explanation
ae852581f77044a7931b6ed5df0818bd0a70aa9b,scenario_b_semilla.py,20,0,0.4545,0.0769,0.0769,0.4545,0.0468,5.0,40.0,40.0,1.0,medium_ai_evidence,medio,assistant_text_evidence|command_evidence|direct_code_evidence|file_touch_evidence|temporal_evidence|weak_indirect_evidence,"AI_min uses exact matches only. AI_max weights exact, fuzzy, structural, and indirect evidence against total added lines."
