commit_hash,author,date,message,files_modified,lines_added,lines_deleted,supported_added_lines,best_similarity_score,ai_min_percent,ai_max_percent,ai_non_strict_percent,confidence_score,confidence_label,confidence_range_label,evidence_types,explanation
c876d697b3e44f6b048120296a582dbb06d2b40f,JoseMVergara,2026-06-18T09:08:56-05:00,feat: agregar función analizar_convergencia_cuantica para estudio de convergencia QMC vs MC  - Implementa análisis comparativo de convergencia entre métodos clásico y cuántico - Calcula errores acumulados y punto de estabilización para cada método - Incluye ejemplos de uso en sección main - Función candidata para análisis de detección de código IA (escenario A),summary_report.py,86,0,86,0.5263,32.56,75.87,75.87,1.0,high_ai_evidence,alto,assistant_text_evidence|command_evidence|direct_code_evidence|file_touch_evidence|temporal_evidence|weak_indirect_evidence,"AI_min uses exact matches only. AI_max weights exact, fuzzy, structural, and indirect evidence against total added lines."
