commit_hash,file_path,added_lines,deleted_lines,best_similarity_score,exact_match_score,normalized_match_score,token_similarity_score,block_similarity_score,ai_min_percent,ai_max_percent,ai_non_strict_percent,confidence_score,confidence_label,confidence_range_label,evidence_types,explanation
efac6efc528b847f3efbf51157cd1b5bb612366c,scenario_c_manual.py,18,0,0.0528,0.0,0.0,0.0528,0.0069,0.0,0.0,0.0,0.63,low_ai_evidence,muy_bajo,assistant_text_evidence|command_evidence|file_touch_evidence|temporal_evidence|weak_indirect_evidence,"AI_min uses exact matches only. AI_max weights exact, fuzzy, structural, and indirect evidence against total added lines."
