commit_hash,author,date,message,files_modified,lines_added,lines_deleted,supported_added_lines,best_similarity_score,ai_min_percent,ai_max_percent,ai_non_strict_percent,confidence_score,confidence_label,confidence_range_label,evidence_types,explanation
7b8ba67e10c55218fa628eb9ec8f96e3db2a2b53,JoseMVergara,2026-06-18T11:33:05-05:00,escenario D notebooks python,escenario_d_analisis_asistido_ia.ipynb,152,0,152,0.4737,2.63,40.46,40.46,1.0,medium_ai_evidence,medio,assistant_text_evidence|command_evidence|direct_code_evidence|file_touch_evidence|temporal_evidence|weak_indirect_evidence,"AI_min uses exact matches only. AI_max weights exact, fuzzy, structural, and indirect evidence against total added lines."
