commit_hash,author,date,message,files_modified,lines_added,lines_deleted,supported_added_lines,best_similarity_score,ai_min_percent,ai_max_percent,ai_non_strict_percent,confidence_score,confidence_label,confidence_range_label,evidence_types,explanation
32ddc30ef01c98adc04d6a9a1e3d17fe09935bc4,JoseMVergara,2026-06-18T14:19:01-05:00,escenario E,requirements.txt,7,7,7,0.0212,0.0,55.0,55.0,1.0,high_ai_evidence,medio,assistant_text_evidence|command_evidence|direct_code_evidence|file_touch_evidence|temporal_evidence|weak_indirect_evidence,"AI_min uses exact matches only. AI_max weights exact, fuzzy, structural, and indirect evidence against total added lines."
